Trade History Report;;;;;;;;;;;;;;
Time;Position;Symbol;Type;Volume;Price;S / L;T / P;Time;Price;Commission;Swap;Profit;;
2024.12.03 07:37:04;51872540744;XAUUSD;sell;0.1;2 638,20;2 639,20;2 637,20;2024.12.03 07:38:23;2 639,20;0,00;0,00;- 10,00;;
2024.12.03 07:38:02;51872543079;XAUUSD;sell;0.1;2 638,38;2 639,38;2 637,38;2024.12.03 07:38:26;2 639,38;0,00;0,00;- 10,00;;
2024.12.03 07:38:34;51872545544;XAUUSD;buy;0.1;2 639,44;2 638,44;2 640,44;2024.12.03 07:42:14;2 640,44;0,00;0,00; 10,00;;
2024.12.03 07:39:07;51872547622;XAUUSD;buy;0.1;2 639,76;2 638,76;2 640,76;2024.12.03 07:48:45;2 640,76;0,00;0,00; 10,00;;
2024.12.03 07:39:32;51872549657;XAUUSD;sell;0.1;2 639,73;2 640,73;2 638,73;2024.12.03 07:48:38;2 640,73;0,00;0,00;- 10,00;;
2024.12.03 07:39:40;51872549921;XAUUSD;buy;0.1;2 639,99;2 638,99;2 640,99;2024.12.03 07:45:22;2 638,99;0,00;0,00;- 10,00;;
2024.12.03 07:40:12;51872552527;XAUUSD;sell;0.1;2 639,85;2 640,85;2 638,85;2024.12.03 07:48:41;2 640,85;0,00;0,00;- 10,00;;
2024.12.03 07:40:44;51872554268;XAUUSD;sell;0.1;2 639,83;2 640,83;2 638,83;2024.12.03 07:48:41;2 640,83;0,00;0,00;- 10,00;;
2024.12.03 07:41:09;51872555675;XAUUSD;buy;0.1;2 640,18;2 639,18;2 641,18;2024.12.03 07:45:20;2 639,18;0,00;0,00;- 10,00;;
2024.12.03 07:41:17;51872556419;XAUUSD;buy;0.1;2 640,44;2 639,44;2 641,44;2024.12.03 07:44:27;2 639,44;0,00;0,00;- 10,00;;
2024.12.03 07:43:10;51872563459;XAUUSD;sell;0.1;2 639,99;2 640,99;2 638,99;2024.12.03 07:48:45;2 640,99;0,00;0,00;- 10,00;;
2024.12.03 07:43:42;51872564756;XAUUSD;buy;0.1;2 640,39;2 639,39;2 641,39;2024.12.03 07:44:27;2 639,39;0,00;0,00;- 10,00;;
2024.12.03 07:43:50;51872565193;XAUUSD;sell;0.1;2 640,30;2 641,30;2 639,30;2024.12.03 07:45:20;2 639,30;0,00;0,00; 10,00;;
2024.12.03 07:44:07;51872566108;XAUUSD;sell;0.1;2 640,00;2 641,00;2 639,00;2024.12.03 07:48:45;2 641,00;0,00;0,00;- 10,00;;
2024.12.03 07:44:15;51872566717;XAUUSD;sell;0.1;2 639,78;2 640,78;2 638,78;2024.12.03 07:48:41;2 640,78;0,00;0,00;- 10,00;;
2024.12.03 07:44:23;51872567375;XAUUSD;sell;0.1;2 639,50;2 640,50;2 638,50;2024.12.03 07:47:44;2 640,50;0,00;0,00;- 10,00;;
2024.12.03 07:44:31;51872567849;XAUUSD;sell;0.1;2 639,44;2 640,44;2 638,44;2024.12.03 07:47:19;2 640,44;0,00;0,00;- 10,00;;
2024.12.03 07:44:40;51872568310;XAUUSD;buy;0.1;2 639,73;2 638,73;2 640,73;2024.12.03 07:48:41;2 640,73;0,00;0,00; 10,00;;
2024.12.03 07:45:20;51872570005;XAUUSD;sell;0.1;2 639,36;2 640,36;2 638,36;2024.12.03 07:47:17;2 640,36;0,00;0,00;- 10,00;;
2024.12.03 07:45:28;51872570523;XAUUSD;sell;0.1;2 639,29;2 640,29;2 638,29;2024.12.03 07:47:15;2 640,29;0,00;0,00;- 10,00;;
2024.12.03 07:46:17;51872573106;XAUUSD;sell;0.1;2 639,31;2 640,31;2 638,31;2024.12.03 07:47:16;2 640,31;0,00;0,00;- 10,00;;
2024.12.03 07:46:50;51872574031;XAUUSD;buy;0.1;2 639,91;2 638,91;2 640,91;2024.12.03 07:49:00;2 640,91;0,00;0,00; 10,00;;
2024.12.03 07:47:23;51872575563;XAUUSD;buy;0.1;2 640,35;2 639,35;2 641,35;2024.12.03 07:54:07;2 641,35;0,00;0,00; 10,00;;
2024.12.03 07:47:48;51872576484;XAUUSD;buy;0.1;2 640,53;2 639,53;2 641,53;2024.12.03 07:55:38;2 641,53;0,00;0,00; 10,00;;
2024.12.03 07:48:52;51872579303;XAUUSD;buy;0.1;2 640,75;2 639,75;2 641,75;2024.12.03 07:55:57;2 641,75;0,00;0,00; 10,00;;
2024.12.03 07:49:08;51872580349;XAUUSD;buy;0.1;2 641,13;2 640,13;2 642,13;2024.12.03 07:50:17;2 640,13;0,00;0,00;- 10,00;;
2024.12.03 07:50:05;51872583372;XAUUSD;sell;0.1;2 640,91;2 641,91;2 639,91;2024.12.03 07:55:57;2 641,91;0,00;0,00;- 10,00;;
2024.12.03 07:50:30;51872584328;XAUUSD;buy;0.1;2 640,47;2 639,47;2 641,47;2024.12.03 07:54:12;2 641,47;0,00;0,00; 10,00;;
2024.12.03 07:51:02;51872585543;XAUUSD;buy;0.1;2 640,83;2 639,83;2 641,83;2024.12.03 07:55:57;2 641,83;0,00;0,00; 10,00;;
2024.12.03 07:51:51;51872587780;XAUUSD;sell;0.1;2 640,85;2 641,85;2 639,85;2024.12.03 07:55:51;2 641,85;0,00;0,00;- 10,00;;
2024.12.03 07:53:59;51872592777;XAUUSD;buy;0.1;2 641,19;2 640,19;2 642,19;2024.12.03 08:01:11;2 642,19;0,00;0,00; 10,00;;
2024.12.03 07:54:16;51872593639;XAUUSD;buy;0.1;2 641,29;2 640,29;2 642,29;2024.12.03 08:02:01;2 642,29;0,00;0,00; 10,00;;
2024.12.03 07:54:32;51872594272;XAUUSD;sell;0.1;2 641,12;2 642,12;2 640,12;2024.12.03 07:56:06;2 642,12;0,00;0,00;- 10,00;;
2024.12.03 07:55:21;51872596328;XAUUSD;buy;0.1;2 641,47;2 640,47;2 642,47;2024.12.03 08:02:07;2 642,47;0,00;0,00; 10,00;;
2024.12.03 07:55:29;51872596622;XAUUSD;sell;0.1;2 641,03;2 642,03;2 640,03;2024.12.03 07:56:03;2 642,03;0,00;0,00;- 10,00;;
2024.12.03 07:55:37;51872596912;XAUUSD;buy;0.1;2 641,60;2 640,60;2 642,60;2024.12.03 08:02:09;2 642,60;0,00;0,00; 10,00;;
2024.12.03 07:55:45;51872597414;XAUUSD;buy;0.1;2 641,75;2 640,75;2 642,75;2024.12.03 07:57:14;2 640,75;0,00;0,00;- 10,00;;
2024.12.03 07:56:18;51872599543;XAUUSD;sell;0.1;2 641,62;2 642,62;2 640,62;2024.12.03 08:02:07;2 642,62;0,00;0,00;- 10,00;;
2024.12.03 07:56:51;51872601671;XAUUSD;sell;0.1;2 641,36;2 642,36;2 640,36;2024.12.03 08:01:38;2 642,36;0,00;0,00;- 10,00;;
2024.12.03 07:57:15;51872602947;XAUUSD;sell;0.1;2 640,68;2 641,68;2 639,68;2024.12.03 08:00:08;2 641,68;0,00;0,00;- 10,00;;
2024.12.03 07:57:23;51872603527;XAUUSD;sell;0.1;2 640,84;2 641,84;2 639,84;2024.12.03 08:00:20;2 641,84;0,00;0,00;- 10,00;;
2024.12.03 07:57:48;51872604792;XAUUSD;buy;0.1;2 641,11;2 640,11;2 642,11;2024.12.03 08:01:08;2 642,11;0,00;0,00; 10,00;;
2024.12.03 07:58:20;51872605998;XAUUSD;buy;0.1;2 641,45;2 640,45;2 642,45;2024.12.03 08:02:07;2 642,45;0,00;0,00; 10,00;;
2024.12.03 08:00:05;51872609963;XAUUSD;buy;0.1;2 641,59;2 640,59;2 642,59;2024.12.03 08:02:09;2 642,59;0,00;0,00; 10,00;;
2024.12.03 08:00:29;51872611246;XAUUSD;buy;0.1;2 641,81;2 640,81;2 642,81;2024.12.03 08:02:13;2 642,81;0,00;0,00; 10,00;;
2024.12.03 08:01:02;51872613097;XAUUSD;buy;0.1;2 642,07;2 641,07;2 643,07;2024.12.03 08:02:25;2 643,07;0,00;0,00; 10,00;;
2024.12.03 08:01:50;51872616422;XAUUSD;sell;0.1;2 642,07;2 643,07;2 641,07;2024.12.03 08:02:13;2 643,07;0,00;0,00;- 10,00;;
2024.12.03 08:01:59;51872616925;XAUUSD;buy;0.1;2 642,37;2 641,37;2 643,37;2024.12.03 08:07:39;2 643,37;0,00;0,00; 10,00;;
2024.12.03 08:02:15;51872618498;XAUUSD;buy;0.1;2 643,17;2 642,17;2 644,17;2024.12.03 08:04:12;2 642,17;0,00;0,00;- 10,00;;
2024.12.03 08:42:16;51872809289;XAUUSD;sell;0.1;2 647,24;2 648,24;2 646,24;2024.12.03 08:47:03;2 646,24;0,00;0,00; 10,00;;
2024.12.03 08:56:28;51872891447;XAUUSD;sell;0.1;2 646,79;2 647,79;2 645,79;2024.12.03 09:08:49;2 645,79;0,00;0,00; 10,00;;
2024.12.03 08:56:36;51872892159;XAUUSD;buy;0.1;2 646,83;2 645,83;2 647,83;2024.12.03 09:01:13;2 645,83;0,00;0,00;- 10,00;;
2024.12.03 08:58:27;51872903587;XAUUSD;buy;0.1;2 646,65;2 646,45;2 647,05;2024.12.03 08:58:28;2 646,45;0,00;0,00;- 2,00;;
2024.12.03 08:58:33;51872903996;XAUUSD;buy;0.1;2 646,54;2 646,34;2 646,94;2024.12.03 08:58:35;2 646,34;0,00;0,00;- 2,00;;
2024.12.03 08:58:38;51872904309;XAUUSD;buy;0.1;2 646,60;2 646,40;2 647,00;2024.12.03 08:59:12;2 646,40;0,00;0,00;- 2,00;;
2024.12.03 08:58:43;51872904878;XAUUSD;buy;0.1;2 646,72;2 646,52;2 647,12;2024.12.03 08:58:44;2 646,52;0,00;0,00;- 2,00;;
2024.12.03 08:58:48;51872905165;XAUUSD;buy;0.1;2 646,66;2 646,42;2 647,02;2024.12.03 08:59:12;2 646,42;0,00;0,00;- 2,40;;
2024.12.03 08:58:54;51872905473;XAUUSD;buy;0.1;2 646,71;2 646,51;2 647,11;2024.12.03 08:58:58;2 646,51;0,00;0,00;- 2,00;;
2024.12.03 08:58:59;51872905921;XAUUSD;buy;0.1;2 646,71;2 646,46;2 647,06;2024.12.03 08:59:12;2 646,46;0,00;0,00;- 2,50;;
2024.12.03 08:59:05;51872906518;XAUUSD;buy;0.1;2 646,70;2 646,42;2 647,02;2024.12.03 08:59:12;2 646,42;0,00;0,00;- 2,80;;
2024.12.03 08:59:10;51872906710;XAUUSD;buy;0.1;2 646,69;2 646,49;2 647,09;2024.12.03 08:59:11;2 646,49;0,00;0,00;- 2,00;;
2024.12.03 08:59:15;51872907049;XAUUSD;buy;0.1;2 646,58;2 646,38;2 646,98;2024.12.03 09:00:17;2 646,38;0,00;0,00;- 2,00;;
2024.12.03 08:59:21;51872907485;XAUUSD;buy;0.1;2 646,64;2 646,44;2 647,04;2024.12.03 09:00:06;2 646,44;0,00;0,00;- 2,00;;
2024.12.03 08:59:26;51872907860;XAUUSD;buy;0.1;2 646,69;2 646,49;2 647,09;2024.12.03 09:00:06;2 646,49;0,00;0,00;- 2,00;;
2024.12.03 08:59:31;51872907979;XAUUSD;buy;0.1;2 646,82;2 646,62;2 647,22;2024.12.03 08:59:31;2 646,62;0,00;0,00;- 2,00;;
2024.12.03 09:00:12;51872911977;XAUUSD;buy;0.1;2 646,55;2 646,35;2 646,95;2024.12.03 09:00:29;2 646,35;0,00;0,00;- 2,00;;
2024.12.03 09:00:17;51872912482;XAUUSD;buy;0.1;2 646,53;2 646,33;2 646,93;2024.12.03 09:00:29;2 646,33;0,00;0,00;- 2,00;;
2024.12.03 09:00:28;51872914009;XAUUSD;buy;0.1;2 646,70;2 646,50;2 647,10;2024.12.03 09:00:29;2 646,50;0,00;0,00;- 2,00;;
2024.12.03 09:00:38;51872914802;XAUUSD;buy;0.1;2 646,50;2 646,30;2 646,90;2024.12.03 09:00:46;2 646,30;0,00;0,00;- 2,00;;
2024.12.03 09:00:43;51872915569;XAUUSD;buy;0.1;2 646,47;2 646,27;2 646,87;2024.12.03 09:01:00;2 646,27;0,00;0,00;- 2,00;;
2024.12.03 09:00:49;51872916098;XAUUSD;buy;0.1;2 646,48;2 646,28;2 646,88;2024.12.03 09:01:00;2 646,28;0,00;0,00;- 2,00;;
2024.12.03 09:00:59;51872917060;XAUUSD;buy;0.1;2 646,51;2 646,31;2 646,91;2024.12.03 09:01:00;2 646,31;0,00;0,00;- 2,00;;
2024.12.03 09:01:09;51872918079;XAUUSD;buy;0.1;2 646,30;2 646,10;2 646,70;2024.12.03 09:01:11;2 646,10;0,00;0,00;- 2,00;;
2024.12.03 09:01:15;51872918858;XAUUSD;buy;0.1;2 646,01;2 645,81;2 646,41;2024.12.03 09:01:35;2 646,41;0,00;0,00; 4,00;;
2024.12.03 09:01:20;51872919667;XAUUSD;buy;0.1;2 646,25;2 646,05;2 646,65;2024.12.03 09:01:27;2 646,05;0,00;0,00;- 2,00;;
2024.12.03 09:01:25;51872920123;XAUUSD;buy;0.1;2 646,28;2 646,08;2 646,68;2024.12.03 09:01:27;2 646,08;0,00;0,00;- 2,00;;
2024.12.03 09:01:31;51872920617;XAUUSD;buy;0.1;2 646,33;2 646,13;2 646,73;2024.12.03 09:03:47;2 646,73;0,00;0,00; 4,00;;
2024.12.03 09:01:36;51872921069;XAUUSD;buy;0.1;2 646,59;2 646,39;2 646,99;2024.12.03 09:02:34;2 646,39;0,00;0,00;- 2,00;;
2024.12.03 09:01:41;51872921718;XAUUSD;buy;0.1;2 646,67;2 646,47;2 647,07;2024.12.03 09:01:44;2 646,47;0,00;0,00;- 2,00;;
2024.12.03 09:01:46;51872922124;XAUUSD;buy;0.1;2 646,57;2 646,37;2 646,97;2024.12.03 09:02:34;2 646,37;0,00;0,00;- 2,00;;
2024.12.03 09:01:51;51872922627;XAUUSD;buy;0.1;2 646,58;2 646,38;2 646,98;2024.12.03 09:02:34;2 646,38;0,00;0,00;- 2,00;;
2024.12.03 09:31:36;51873079668;XAUUSD;buy;0.1;2 646,22;2 646,02;2 646,62;2024.12.03 09:32:47;2 646,02;0,00;0,00;- 2,00;;
2024.12.03 09:31:56;51873081269;XAUUSD;buy;0.1;2 646,47;2 646,27;2 646,87;2024.12.03 09:32:10;2 646,27;0,00;0,00;- 2,00;;
2024.12.03 09:32:11;51873082728;XAUUSD;buy;0.1;2 646,43;2 646,23;2 646,83;2024.12.03 09:32:11;2 646,23;0,00;0,00;- 2,00;;
Orders;;;;;;;;;;;;;;
Open Time;Order;Symbol;Type;Volume;Price;S / L;T / P;Time;State;;Comment;;;
2024.12.03 07:37:04;51872540744;XAUUSD;sell;0.1 / 0.1;2 638,20;2 639,20;2 637,20;2024.12.03 07:37:04;filled;;python script op;;;
2024.12.03 07:38:02;51872543079;XAUUSD;sell;0.1 / 0.1;2 638,38;2 639,38;2 637,38;2024.12.03 07:38:02;filled;;python script op;;;
2024.12.03 07:38:23;51872544469;XAUUSD;buy;0.1 / 0.1;2 639,20;;;2024.12.03 07:38:23;filled;;[sl 2639.20];;;
2024.12.03 07:38:26;51872544646;XAUUSD;buy;0.1 / 0.1;2 639,38;;;2024.12.03 07:38:26;filled;;[sl 2639.38];;;
2024.12.03 07:38:34;51872545544;XAUUSD;buy;0.1 / 0.1;2 639,44;2 638,44;2 640,44;2024.12.03 07:38:34;filled;;python script op;;;
2024.12.03 07:39:07;51872547622;XAUUSD;buy;0.1 / 0.1;2 639,76;2 638,76;2 640,76;2024.12.03 07:39:07;filled;;python script op;;;
2024.12.03 07:39:32;51872549657;XAUUSD;sell;0.1 / 0.1;2 639,73;2 640,73;2 638,73;2024.12.03 07:39:32;filled;;python script op;;;
2024.12.03 07:39:40;51872549921;XAUUSD;buy;0.1 / 0.1;2 639,99;2 638,99;2 640,99;2024.12.03 07:39:40;filled;;python script op;;;
2024.12.03 07:40:12;51872552527;XAUUSD;sell;0.1 / 0.1;2 639,85;2 640,85;2 638,85;2024.12.03 07:40:12;filled;;python script op;;;
2024.12.03 07:40:44;51872554268;XAUUSD;sell;0.1 / 0.1;2 639,83;2 640,83;2 638,83;2024.12.03 07:40:44;filled;;python script op;;;
2024.12.03 07:41:09;51872555675;XAUUSD;buy;0.1 / 0.1;2 640,18;2 639,18;2 641,18;2024.12.03 07:41:09;filled;;python script op;;;
2024.12.03 07:41:17;51872556419;XAUUSD;buy;0.1 / 0.1;2 640,44;2 639,44;2 641,44;2024.12.03 07:41:17;filled;;python script op;;;
2024.12.03 07:42:14;51872559463;XAUUSD;sell;0.1 / 0.1;2 640,44;;;2024.12.03 07:42:14;filled;;[tp 2640.44];;;
2024.12.03 07:43:10;51872563459;XAUUSD;sell;0.1 / 0.1;2 639,99;2 640,99;2 638,99;2024.12.03 07:43:10;filled;;python script op;;;
2024.12.03 07:43:42;51872564756;XAUUSD;buy;0.1 / 0.1;2 640,39;2 639,39;2 641,39;2024.12.03 07:43:42;filled;;python script op;;;
2024.12.03 07:43:50;51872565193;XAUUSD;sell;0.1 / 0.1;2 640,30;2 641,30;2 639,30;2024.12.03 07:43:50;filled;;python script op;;;
2024.12.03 07:44:07;51872566108;XAUUSD;sell;0.1 / 0.1;2 640,00;2 641,00;2 639,00;2024.12.03 07:44:07;filled;;python script op;;;
2024.12.03 07:44:15;51872566717;XAUUSD;sell;0.1 / 0.1;2 639,78;2 640,78;2 638,78;2024.12.03 07:44:15;filled;;python script op;;;
2024.12.03 07:44:23;51872567375;XAUUSD;sell;0.1 / 0.1;2 639,50;2 640,50;2 638,50;2024.12.03 07:44:23;filled;;python script op;;;
2024.12.03 07:44:27;51872567516;XAUUSD;sell;0.1 / 0.1;2 639,44;;;2024.12.03 07:44:27;filled;;[sl 2639.44];;;
2024.12.03 07:44:27;51872567517;XAUUSD;sell;0.1 / 0.1;2 639,39;;;2024.12.03 07:44:27;filled;;[sl 2639.39];;;
2024.12.03 07:44:31;51872567849;XAUUSD;sell;0.1 / 0.1;2 639,44;2 640,44;2 638,44;2024.12.03 07:44:31;filled;;python script op;;;
2024.12.03 07:44:40;51872568310;XAUUSD;buy;0.1 / 0.1;2 639,73;2 638,73;2 640,73;2024.12.03 07:44:40;filled;;python script op;;;
2024.12.03 07:45:20;51872570005;XAUUSD;sell;0.1 / 0.1;2 639,36;2 640,36;2 638,36;2024.12.03 07:45:20;filled;;python script op;;;
2024.12.03 07:45:20;51872570016;XAUUSD;sell;0.1 / 0.1;2 639,18;;;2024.12.03 07:45:20;filled;;[sl 2639.18];;;
2024.12.03 07:45:20;51872570018;XAUUSD;buy;0.1 / 0.1;2 639,30;;;2024.12.03 07:45:20;filled;;[tp 2639.30];;;
2024.12.03 07:45:22;51872570176;XAUUSD;sell;0.1 / 0.1;2 638,99;;;2024.12.03 07:45:22;filled;;[sl 2638.99];;;
2024.12.03 07:45:28;51872570523;XAUUSD;sell;0.1 / 0.1;2 639,29;2 640,29;2 638,29;2024.12.03 07:45:28;filled;;python script op;;;
2024.12.03 07:46:17;51872573106;XAUUSD;sell;0.1 / 0.1;2 639,31;2 640,31;2 638,31;2024.12.03 07:46:17;filled;;python script op;;;
2024.12.03 07:46:50;51872574031;XAUUSD;buy;0.1 / 0.1;2 639,91;2 638,91;2 640,91;2024.12.03 07:46:50;filled;;python script op;;;
2024.12.03 07:47:15;51872575250;XAUUSD;buy;0.1 / 0.1;2 640,29;;;2024.12.03 07:47:15;filled;;[sl 2640.29];;;
2024.12.03 07:47:16;51872575301;XAUUSD;buy;0.1 / 0.1;2 640,31;;;2024.12.03 07:47:16;filled;;[sl 2640.31];;;
2024.12.03 07:47:17;51872575367;XAUUSD;buy;0.1 / 0.1;2 640,36;;;2024.12.03 07:47:17;filled;;[sl 2640.36];;;
2024.12.03 07:47:19;51872575418;XAUUSD;buy;0.1 / 0.1;2 640,44;;;2024.12.03 07:47:19;filled;;[sl 2640.44];;;
2024.12.03 07:47:23;51872575563;XAUUSD;buy;0.1 / 0.1;2 640,35;2 639,35;2 641,35;2024.12.03 07:47:23;filled;;python script op;;;
2024.12.03 07:47:44;51872576356;XAUUSD;buy;0.1 / 0.1;2 640,50;;;2024.12.03 07:47:44;filled;;[sl 2640.50];;;
2024.12.03 07:47:48;51872576484;XAUUSD;buy;0.1 / 0.1;2 640,53;2 639,53;2 641,53;2024.12.03 07:47:48;filled;;python script op;;;
2024.12.03 07:48:38;51872578354;XAUUSD;buy;0.1 / 0.1;2 640,73;;;2024.12.03 07:48:38;filled;;[sl 2640.73];;;
2024.12.03 07:48:41;51872578475;XAUUSD;buy;0.1 / 0.1;2 640,85;;;2024.12.03 07:48:41;filled;;[sl 2640.85];;;
2024.12.03 07:48:41;51872578476;XAUUSD;buy;0.1 / 0.1;2 640,83;;;2024.12.03 07:48:41;filled;;[sl 2640.83];;;
2024.12.03 07:48:41;51872578477;XAUUSD;buy;0.1 / 0.1;2 640,78;;;2024.12.03 07:48:41;filled;;[sl 2640.78];;;
2024.12.03 07:48:41;51872578479;XAUUSD;sell;0.1 / 0.1;2 640,73;;;2024.12.03 07:48:41;filled;;[tp 2640.73];;;
2024.12.03 07:48:45;51872578789;XAUUSD;buy;0.1 / 0.1;2 640,99;;;2024.12.03 07:48:45;filled;;[sl 2640.99];;;
2024.12.03 07:48:45;51872578792;XAUUSD;buy;0.1 / 0.1;2 641,00;;;2024.12.03 07:48:45;filled;;[sl 2641.00];;;
2024.12.03 07:48:45;51872578795;XAUUSD;sell;0.1 / 0.1;2 640,76;;;2024.12.03 07:48:45;filled;;[tp 2640.76];;;
2024.12.03 07:48:52;51872579303;XAUUSD;buy;0.1 / 0.1;2 640,75;2 639,75;2 641,75;2024.12.03 07:48:52;filled;;python script op;;;
2024.12.03 07:49:00;51872579685;XAUUSD;sell;0.1 / 0.1;2 640,91;;;2024.12.03 07:49:00;filled;;[tp 2640.91];;;
2024.12.03 07:49:08;51872580349;XAUUSD;buy;0.1 / 0.1;2 641,13;2 640,13;2 642,13;2024.12.03 07:49:08;filled;;python script op;;;
2024.12.03 07:50:05;51872583372;XAUUSD;sell;0.1 / 0.1;2 640,91;2 641,91;2 639,91;2024.12.03 07:50:05;filled;;python script op;;;
2024.12.03 07:50:17;51872583883;XAUUSD;sell;0.1 / 0.1;2 640,13;;;2024.12.03 07:50:17;filled;;[sl 2640.13];;;
2024.12.03 07:50:30;51872584328;XAUUSD;buy;0.1 / 0.1;2 640,47;2 639,47;2 641,47;2024.12.03 07:50:30;filled;;python script op;;;
2024.12.03 07:51:02;51872585543;XAUUSD;buy;0.1 / 0.1;2 640,83;2 639,83;2 641,83;2024.12.03 07:51:02;filled;;python script op;;;
2024.12.03 07:51:51;51872587780;XAUUSD;sell;0.1 / 0.1;2 640,85;2 641,85;2 639,85;2024.12.03 07:51:51;filled;;python script op;;;
2024.12.03 07:53:59;51872592777;XAUUSD;buy;0.1 / 0.1;2 641,19;2 640,19;2 642,19;2024.12.03 07:53:59;filled;;python script op;;;
2024.12.03 07:54:07;51872593152;XAUUSD;sell;0.1 / 0.1;2 641,35;;;2024.12.03 07:54:07;filled;;[tp 2641.35];;;
2024.12.03 07:54:12;51872593409;XAUUSD;sell;0.1 / 0.1;2 641,47;;;2024.12.03 07:54:12;filled;;[tp 2641.47];;;
2024.12.03 07:54:16;51872593639;XAUUSD;buy;0.1 / 0.1;2 641,29;2 640,29;2 642,29;2024.12.03 07:54:16;filled;;python script op;;;
2024.12.03 07:54:32;51872594272;XAUUSD;sell;0.1 / 0.1;2 641,12;2 642,12;2 640,12;2024.12.03 07:54:32;filled;;python script op;;;
2024.12.03 07:55:21;51872596328;XAUUSD;buy;0.1 / 0.1;2 641,47;2 640,47;2 642,47;2024.12.03 07:55:21;filled;;python script op;;;
2024.12.03 07:55:29;51872596622;XAUUSD;sell;0.1 / 0.1;2 641,03;2 642,03;2 640,03;2024.12.03 07:55:29;filled;;python script op;;;
2024.12.03 07:55:37;51872596912;XAUUSD;buy;0.1 / 0.1;2 641,60;2 640,60;2 642,60;2024.12.03 07:55:37;filled;;python script op;;;
2024.12.03 07:55:38;51872596994;XAUUSD;sell;0.1 / 0.1;2 641,53;;;2024.12.03 07:55:38;filled;;[tp 2641.53];;;
2024.12.03 07:55:45;51872597414;XAUUSD;buy;0.1 / 0.1;2 641,75;2 640,75;2 642,75;2024.12.03 07:55:45;filled;;python script op;;;
2024.12.03 07:55:51;51872597663;XAUUSD;buy;0.1 / 0.1;2 641,85;;;2024.12.03 07:55:51;filled;;[sl 2641.85];;;
2024.12.03 07:55:57;51872598143;XAUUSD;buy;0.1 / 0.1;2 641,91;;;2024.12.03 07:55:57;filled;;[sl 2641.91];;;
2024.12.03 07:55:57;51872598147;XAUUSD;sell;0.1 / 0.1;2 641,75;;;2024.12.03 07:55:57;filled;;[tp 2641.75];;;
2024.12.03 07:55:57;51872598153;XAUUSD;sell;0.1 / 0.1;2 641,83;;;2024.12.03 07:55:57;filled;;[tp 2641.83];;;
2024.12.03 07:56:03;51872598599;XAUUSD;buy;0.1 / 0.1;2 642,03;;;2024.12.03 07:56:03;filled;;[sl 2642.03];;;
2024.12.03 07:56:06;51872598822;XAUUSD;buy;0.1 / 0.1;2 642,12;;;2024.12.03 07:56:06;filled;;[sl 2642.12];;;
2024.12.03 07:56:18;51872599543;XAUUSD;sell;0.1 / 0.1;2 641,62;2 642,62;2 640,62;2024.12.03 07:56:18;filled;;python script op;;;
2024.12.03 07:56:51;51872601671;XAUUSD;sell;0.1 / 0.1;2 641,36;2 642,36;2 640,36;2024.12.03 07:56:51;filled;;python script op;;;
2024.12.03 07:57:14;51872602878;XAUUSD;sell;0.1 / 0.1;2 640,75;;;2024.12.03 07:57:14;filled;;[sl 2640.75];;;
2024.12.03 07:57:15;51872602947;XAUUSD;sell;0.1 / 0.1;2 640,68;2 641,68;2 639,68;2024.12.03 07:57:15;filled;;python script op;;;
2024.12.03 07:57:23;51872603527;XAUUSD;sell;0.1 / 0.1;2 640,84;2 641,84;2 639,84;2024.12.03 07:57:23;filled;;python script op;;;
2024.12.03 07:57:48;51872604792;XAUUSD;buy;0.1 / 0.1;2 641,11;2 640,11;2 642,11;2024.12.03 07:57:48;filled;;python script op;;;
2024.12.03 07:58:20;51872605998;XAUUSD;buy;0.1 / 0.1;2 641,45;2 640,45;2 642,45;2024.12.03 07:58:20;filled;;python script op;;;
2024.12.03 08:00:05;51872609963;XAUUSD;buy;0.1 / 0.1;2 641,59;2 640,59;2 642,59;2024.12.03 08:00:05;filled;;python script op;;;
2024.12.03 08:00:08;51872610115;XAUUSD;buy;0.1 / 0.1;2 641,68;;;2024.12.03 08:00:08;filled;;[sl 2641.68];;;
2024.12.03 08:00:20;51872610738;XAUUSD;buy;0.1 / 0.1;2 641,84;;;2024.12.03 08:00:20;filled;;[sl 2641.84];;;
2024.12.03 08:00:29;51872611246;XAUUSD;buy;0.1 / 0.1;2 641,81;2 640,81;2 642,81;2024.12.03 08:00:29;filled;;python script op;;;
2024.12.03 08:01:02;51872613097;XAUUSD;buy;0.1 / 0.1;2 642,07;2 641,07;2 643,07;2024.12.03 08:01:02;filled;;python script op;;;
2024.12.03 08:01:08;51872613556;XAUUSD;sell;0.1 / 0.1;2 642,11;;;2024.12.03 08:01:08;filled;;[tp 2642.11];;;
2024.12.03 08:01:11;51872613791;XAUUSD;sell;0.1 / 0.1;2 642,19;;;2024.12.03 08:01:11;filled;;[tp 2642.19];;;
2024.12.03 08:01:38;51872615629;XAUUSD;buy;0.1 / 0.1;2 642,36;;;2024.12.03 08:01:38;filled;;[sl 2642.36];;;
2024.12.03 08:01:50;51872616422;XAUUSD;sell;0.1 / 0.1;2 642,07;2 643,07;2 641,07;2024.12.03 08:01:50;filled;;python script op;;;
2024.12.03 08:01:59;51872616925;XAUUSD;buy;0.1 / 0.1;2 642,37;2 641,37;2 643,37;2024.12.03 08:01:59;filled;;python script op;;;
